m1 m2 chi_1 chi_2 distance inclination ra dec psi phi_c tc
7.213693148502227359e+01 6.104327341611220703e+01 7.196098670982887802e-01 2.813797426866155305e-01 2.850240673955502189e+02 1.678303849034707085e+00 4.678317639243156023e+00 -9.549970336702028328e-01 1.817762981911649867e+00 1.217586575076781363e+00 3.983920050221666287e+00
6.990127946767131562e+01 6.280121714749675021e+01 6.320685322127418404e-01 2.721136485632811852e-01 2.095098722097052928e+02 1.568092442232168704e+00 4.592363630952857712e+00 -9.621397032135472482e-01 1.992789955033521521e+00 1.424045245665094050e+00 3.983467231489639104e+00
7.056928011484710339e+01 6.281922410890141606e+01 6.800481686577496410e-01 3.345163537878534377e-01 2.642330976519037904e+02 1.572330834941654265e+00 4.699950508548959682e+00 -9.541291496040654740e-01 1.838363786562294599e+00 9.174113945095051514e-01 3.984093849857055503e+00
7.051464353934100870e+01 6.218811127809868111e+01 5.978469918024409413e-01 3.326004716610420631e-01 1.684212768179472732e+02 1.610673893910634202e+00 4.174687323954429097e+00 -8.506401117714652571e-01 2.392537871713066977e+00 1.483616582078640000e+00 3.981069778790138347e+00
7.171565493282514581e+01 6.140233195401641808e+01 7.279782690074656504e-01 2.636120805692289126e-01 2.015466218841234252e+02 1.633963618050418676e+00 5.193898974134238955e+00 -1.034480539760646023e+00 1.418538089139220970e+00 1.203260945871702736e+00 3.988207290721887510e+00
7.152968041231387986e+01 6.134387867502285729e+01 5.225660361625386052e-01 4.326819760388349589e-01 2.638133377867345075e+02 1.622441115233839826e+00 4.649457170022529340e+00 -9.611562714013011099e-01 1.916363008918555488e+00 1.356098668468768587e+00 3.983817917097184580e+00
7.135154659072550487e+01 6.148862887463776161e+01 5.333292003713374640e-01 3.362443843369158913e-01 2.159400356425968255e+02 1.585500826188939394e+00 4.642639650210678148e+00 -9.595614902645810407e-01 1.952560724725135310e+00 1.351258223517221913e+00 3.983747579455480636e+00
7.045178892101095869e+01 6.228256022300470818e+01 6.089904574793709724e-01 3.074919936238817986e-01 2.837713039130111383e+02 1.626312556124570596e+00 5.248242781773224230e+00 -9.642594027214018704e-01 1.301815441353886493e+00 1.451077165451754247e+00 3.988800821294161469e+00
6.852143319057148574e+01 6.449661038595102980e+01 7.084132673143386238e-01 2.880530039723288582e-01 2.488750241081774561e+02 1.558162896972877132e+00 4.693458059847082531e+00 -9.619967752423661533e-01 1.880285678859512810e+00 1.187042198731264042e+00 3.984107157742505567e+00
6.975182449393979311e+01 6.326004978252013444e+01 7.058919178004400274e-01 3.162633840990666800e-01 3.119634866185759847e+02 1.652649055413825119e+00 4.828532136686387588e+00 -9.654952954402938881e-01 1.636129611827065622e+00 1.265968521927909762e+00 3.985096346659659616e+00
7.095578530201730416e+01 6.203783230119262981e+01 5.650987752845485490e-01 3.743612941551757722e-01 2.841016511470279511e+02 1.702721837117303849e+00 5.029138807914305787e+00 -9.621494364944783717e-01 1.515381415471901860e+00 1.342279270317526141e+00 3.986666665950969080e+00
6.930601384441908408e+01 6.341937621100635880e+01 6.057156158600923712e-01 3.542658393394367278e-01 2.355803574570180956e+02 1.617188662138025146e+00 5.088582538005344880e+00 -1.009085732962862192e+00 1.519368407421637368e+00 1.443530333948139566e+00 3.987273546996469076e+00
7.196937575940496856e+01 6.116755658651007366e+01 4.957807426393066597e-01 3.801274909616963460e-01 2.411337152466905707e+02 1.563973613938956619e+00 4.351359195300362970e+00 -8.965383727194685681e-01 2.204417319819244714e+00 1.064068385114970150e+00 3.981829526199781810e+00
6.841602172189408293e+01 6.428884638063617274e+01 5.117413784453488379e-01 3.028869628330561614e-01 2.829376596391902581e+02 1.564488015389698727e+00 4.588963041605315318e+00 -9.764730917851552894e-01 1.897088618022993556e+00 1.321925089104813988e+00 3.983599893255243440e+00
7.002382769867959666e+01 6.281863362486721769e+01 6.589578690376336478e-01 2.388093496148085970e-01 2.363083607106371744e+02 1.562927595183145391e+00 4.904118754564835925e+00 -9.699552599339357206e-01 1.688101638055972353e+00 1.289246186303559361e+00 3.985662544619463343e+00
7.009339493133091992e+01 6.290841300319576845e+01 6.876111789842357380e-01 3.243621386717596700e-01 1.826088997745824543e+02 1.623603591107890987e+00 4.379188252314114571e+00 -9.118507168747442826e-01 2.218116107037618967e+00 1.337365230815104500e+00 3.982058064730640279e+00
6.981373866093485958e+01 6.360925064206276147e+01 7.264742218382814753e-01 3.282791387667653438e-01 2.329755396264196179e+02 1.637680973502245507e+00 5.328345471772366615e+00 -9.750210560344036992e-01 1.251781196828579468e+00 9.330985491983979641e-01 3.989544887489645753e+00
7.191969818563607930e+01 6.125555199867739731e+01 5.102755671480203592e-01 4.260096145039358184e-01 2.560474950880623055e+02 1.711591673848774864e+00 4.809234535833789792e+00 -1.002864487185818332e+00 1.761838296551293981e+00 1.214854692573789086e+00 3.985053009588537698e+00
7.129043845834621607e+01 6.178164768043031785e+01 6.590226497681908047e-01 3.056596122566810902e-01 2.088559835930969086e+02 1.625935233367561628e+00 5.501043203112518043e+00 -8.960436492351818716e-01 1.144168007879432070e+00 1.218759471447438791e+00 3.991704526386480989e+00
6.942756434151577594e+01 6.362684420697127052e+01 7.353343449563402023e-01 2.620015521148205129e-01 2.840672900351939916e+02 1.613132483130613748e+00 4.655645192581479463e+00 -9.705913288054062171e-01 1.867164712773009771e+00 1.285834486243032648e+00 3.983774591163474099e+00
7.145495994488061342e+01 6.148965975203363143e+01 6.726845540921756461e-01 3.130238470390329653e-01 2.588134686945459180e+02 1.658144880596414961e+00 4.262888279307427197e+00 -8.797769256539401672e-01 2.264208692048887528e+00 1.402946889322558066e+00 3.981440998897192163e+00
7.049513125325874796e+01 6.221420544645692274e+01 6.192987178583536645e-01 3.240303198241792915e-01 2.653270725934630718e+02 1.672954346812574933e+00 5.056300532480937804e+00 -1.012845477600936794e+00 1.496904855307990001e+00 1.495706925942711152e+00 3.986993003197585761e+00
6.968631166161836177e+01 6.320960494637903793e+01 5.851797734226104053e-01 3.553230808189837275e-01 2.688762214819302017e+02 1.661155785077573777e+00 4.635570030620234760e+00 -9.951676442508435860e-01 1.907049260930472556e+00 1.396718144128884953e+00 3.983882325657611467e+00
7.114603226922741896e+01 6.144639868937719029e+01 5.014426769773099313e-01 3.445237732845490286e-01 2.781479023140971663e+02 1.648072060670969341e+00 5.115013238435818899e+00 -9.884708056031472623e-01 1.448831643647707113e+00 1.564245217021137835e+00 3.987511561386658521e+00
7.287907877906179976e+01 5.966936888412131879e+01 5.320067476438632426e-01 3.875269666851253181e-01 2.101244430231732849e+02 1.700539508784164822e+00 4.760629154931815599e+00 -1.112966055515710595e+00 1.829320698206360563e+00 1.682486175130785799e+00 3.985490626747270948e+00
7.215369192466695836e+01 6.062559332357157871e+01 5.274857610914784889e-01 3.313834738465014085e-01 2.345865760181604003e+02 1.647175434064484634e+00 4.737464210064180392e+00 -9.745546448834387920e-01 1.843405307728851694e+00 1.437849555824443071e+00 3.984404441618389026e+00
6.974173615200338361e+01 6.316678526887179146e+01 6.510828927734848559e-01 3.224748098630518256e-01 1.791569136435033158e+02 1.592728957692042258e+00 4.307105012148316092e+00 -9.291236080203614245e-01 2.261911893532924100e+00 1.338324275441643785e+00 3.981906221942323576e+00
7.131955824470813354e+01 6.170135179972169936e+01 6.091173787385533167e-01 2.862741070002208787e-01 2.068171156012657832e+02 1.589646005454095068e+00 5.456807270690699596e+00 -9.013628072664809920e-01 1.187477137629957324e+00 1.267420134726904957e+00 3.991121623065635227e+00
7.269533659049929497e+01 5.996004116155229724e+01 5.742898934657275634e-01 3.247740706014667911e-01 2.456706492040041496e+02 1.645069011100970702e+00 4.204204801880127462e+00 -8.477494510735209543e-01 2.308993146336481228e+00 1.616542277513869585e+00 3.981035312742025045e+00
6.925437548318849679e+01 6.349129879839075841e+01 5.159545646895492554e-01 3.460897773775841180e-01 2.773205387404142357e+02 1.667096936066766233e+00 4.686627928667505216e+00 -9.913348956103535947e-01 1.853626597154524935e+00 1.478620428931438857e+00 3.984152489305811340e+00
7.286499115623425382e+01 6.004499880734965700e+01 5.818776989821710099e-01 3.168039049430702025e-01 2.478310988247208115e+02 1.631791080633177904e+00 5.049326110029120684e+00 -9.731021036990260553e-01 1.542629404247721325e+00 1.372415119110306225e+00 3.986930423811898994e+00
6.847458904193584317e+01 6.457320828630969345e+01 7.681597877313058875e-01 2.772523152841896987e-01 2.585540542661906898e+02 1.649676458067302898e+00 5.083667554802192790e+00 -9.964399522542041199e-01 1.425116425862335667e+00 1.244287103589703847e+00 3.987151014176828046e+00
7.148791969293061754e+01 6.136821390152507405e+01 4.787259715131527704e-01 4.049506983519038372e-01 2.389166483373989536e+02 1.630647531439306075e+00 4.315796113154626745e+00 -9.306620010212829364e-01 2.232469585950683566e+00 1.372729782729948944e+00 3.982034611136280766e+00
7.171657363051552636e+01 6.082675122934897161e+01 3.749244966668616175e-01 4.128763415577199614e-01 2.406547470638113850e+02 1.700093333635153803e+00 5.238369764811801943e+00 -1.010912746938065654e+00 1.360061671413828055e+00 1.594439107248166287e+00 3.988579140438029746e+00
7.110766839420050189e+01 6.154867326176326969e+01 4.997725291923490465e-01 2.999839261085284203e-01 2.115638422219020356e+02 1.560243678110191601e+00 4.612984441401766667e+00 -9.543938206774928990e-01 1.974661573190857888e+00 1.455566610809978290e+00 3.983509400446649362e+00
6.973781037509357361e+01 6.316074680782374884e+01 6.572840014115045593e-01 2.834849688004084101e-01 2.841307504710075591e+02 1.590532178424386656e+00 4.762573634634288844e+00 -1.008616274456100470e+00 1.760414604283547790e+00 1.276093982636402835e+00 3.984749455893953574e+00
6.814264465813658944e+01 6.486135984337985860e+01 6.679097609300266303e-01 3.747256098946635805e-01 3.173595940833016584e+02 1.704531789452425894e+00 4.707953193815859194e+00 -1.034809856998440081e+00 1.771780260881163027e+00 1.318198040670818472e+00 3.984592153977784879e+00
7.182494760106972365e+01 6.075555999661063566e+01 4.959807067288087290e-01 3.469476573146930698e-01 2.299902448151680687e+02 1.609418770373701291e+00 4.471408736192055144e+00 -9.681621266989288710e-01 2.095081270512544336e+00 1.613789655867445827e+00 3.982831634628099415e+00
7.033410813192311650e+01 6.238984314080195759e+01 7.359763897145019662e-01 2.416239912411824176e-01 2.813187274937269535e+02 1.636235701722441371e+00 4.765049532585288183e+00 -1.002161462746009812e+00 1.766161785719041921e+00 1.536891654748978153e+00 3.984761990258170794e+00
7.128152311338007507e+01 6.173522908686184962e+01 6.681593010292425916e-01 2.711720167539324322e-01 1.768791356868723881e+02 1.573690245367945550e+00 4.363794343735925452e+00 -9.255325285393909418e-01 2.230390876618360441e+00 1.244966053900033565e+00 3.982107163787895310e+00
6.929983259910520133e+01 6.361099546483470846e+01 5.853214673901209197e-01 3.569051057346658284e-01 2.820983564349709241e+02 1.672933658416461578e+00 5.136436755097940399e+00 -9.879822027981077781e-01 1.399073552865999437e+00 1.307105356778043959e+00 3.987737386088654468e+00
7.045297797102186621e+01 6.230446583102207825e+01 7.026158723817915730e-01 2.598932333611287948e-01 2.375841431630876457e+02 1.641011888845266720e+00 5.533191366770012998e+00 -9.012203674292537103e-01 1.065031349731764942e+00 1.461685956833023603e+00 3.992091139728866533e+00
6.860144173686300917e+01 6.436111006526169831e+01 6.067847071267289394e-01 3.786293210015860278e-01 2.426452627297243794e+02 1.668728020224060193e+00 4.522357624061981163e+00 -9.377833944434044167e-01 2.030258641976182332e+00 1.357383101000032344e+00 3.982833718318676830e+00
7.171565493282514581e+01 6.140233195401641808e+01 7.279782690074656504e-01 2.636120805692289126e-01 2.015466218841234252e+02 1.633963618050418676e+00 5.193898974134238955e+00 -1.034480539760646023e+00 1.418538089139220970e+00 1.203260945871702736e+00 3.988207290721887510e+00
7.185312147231347524e+01 6.118410735722561355e+01 6.187047939360191817e-01 3.109098018182487322e-01 1.978218643963878378e+02 1.636953209021149380e+00 4.459888654602409019e+00 -9.668892609446995134e-01 2.120948869744772924e+00 1.301162169240802635e+00 3.982774122253784466e+00
7.231508925459412751e+01 6.070823318441921401e+01 5.525158795321835070e-01 3.446376504999605905e-01 2.729462118350580226e+02 1.655795770933659261e+00 5.019671797766228849e+00 -9.903373186617723256e-01 1.534512519878776793e+00 1.278136296087370782e+00 3.986619326191374935e+00
7.131209649147051266e+01 6.142502747916908845e+01 4.921325104157021624e-01 3.868867186324633223e-01 2.397339937355320671e+02 1.626557013711220856e+00 4.428804542654166454e+00 -9.302616561388072913e-01 2.114170700883152065e+00 1.429388833214871646e+00 3.982401583925382571e+00
7.130396091987073248e+01 6.160745879489805787e+01 7.623224452158567921e-01 2.639926701197595205e-01 2.497787163600113445e+02 1.660043264024464227e+00 4.324278094341843293e+00 -8.870048272622225172e-01 2.203089632097630979e+00 1.486918065586720017e+00 3.981736701045306415e+00
6.750482677663003983e+01 6.571794305427027894e+01 8.090397920990297642e-01 3.249166692937344725e-01 2.779907747687011010e+02 1.609504187781962248e+00 4.868782878792226931e+00 -9.842289633647126612e-01 1.684179997852500499e+00 1.113081118156621585e+00 3.985409301241444435e+00
7.105872375952110076e+01 6.184880956054167456e+01 6.236204490185913718e-01 3.194652971297756161e-01 2.489688671044075932e+02 1.644379074620155423e+00 4.878682189619036436e+00 -9.645299246644795099e-01 1.727797958688214841e+00 1.396165771202383610e+00 3.985367345929738292e+00
7.027872578845610008e+01 6.270363665919455798e+01 6.857683107477801077e-01 3.259717553318265404e-01 3.036062455572943009e+02 1.633236284158249507e+00 5.075216822543407780e+00 -9.794373928047400701e-01 1.468784731507466690e+00 1.309351925595076738e+00 3.987165522573896226e+00
7.130621121683935826e+01 6.172400840198664440e+01 6.447184185265874001e-01 3.310873443212238865e-01 2.777866420763675137e+02 1.699920685980202739e+00 4.959387773629842400e+00 -1.005337559194278585e+00 1.600284705338516078e+00 1.326308187220954782e+00 3.986225499615163592e+00
7.259406193288806719e+01 6.027029878326430890e+01 5.141485661663784956e-01 3.157310000543868678e-01 2.579390267449903718e+02 1.582792788380987803e+00 4.848113610333319556e+00 -9.901825782458647529e-01 1.702735855467077508e+00 1.343830553577821441e+00 3.985258307941487388e+00
6.883492110795559427e+01 6.377375155213756130e+01 5.663367064038068444e-01 3.126568250902689305e-01 2.824377787789066474e+02 1.551834173822706164e+00 5.105583020437476804e+00 -9.772013045298588718e-01 1.431500763124311071e+00 1.497930182684870326e+00 3.987395305770101928e+00
6.976709243794674364e+01 6.335684703484066205e+01 6.101200908476356322e-01 2.964936491354238091e-01 2.532345751558736708e+02 1.594820178023469648e+00 4.856193237177910405e+00 -9.891491659308329076e-01 1.702252635972513639e+00 1.144607463239674550e+00 3.985401182750625715e+00
7.151151408776917151e+01 6.105507672892725424e+01 5.187317222499749914e-01 3.467346817881158949e-01 1.469203173033313874e+02 1.618126789655623066e+00 4.269344723240678263e+00 -8.988414665595600983e-01 2.336392738666948965e+00 1.607755952272590827e+00 3.981616743177371021e+00
7.128547111589959684e+01 6.166630577235685706e+01 5.797454943254732873e-01 3.448754373992700684e-01 2.652545356066246427e+02 1.626303791520510300e+00 4.686088281000760247e+00 -1.000930952731587054e+00 1.861624571153580598e+00 1.293689772285023576e+00 3.984277659390370374e+00
7.094202188889920535e+01 6.185751413536017651e+01 6.513464824160075661e-01 2.543818959990522544e-01 2.572918995159461701e+02 1.593665928179054614e+00 4.891827777212210293e+00 -9.828188958576817846e-01 1.680710331699647897e+00 1.427121894275254821e+00 3.985552813874037703e+00
6.921277145415278653e+01 6.390297967940404078e+01 7.440509640280777992e-01 2.799740813489359215e-01 2.923733235303656102e+02 1.586624263025276704e+00 5.114885104104930136e+00 -9.764284574813896223e-01 1.392262262581654308e+00 1.125475926371216850e+00 3.987500427778075451e+00
6.884363903412591412e+01 6.381123859137042587e+01 6.447543628439619257e-01 2.325733675367750442e-01 2.605361415876185447e+02 1.556687358443410218e+00 4.854667894983813348e+00 -9.648626559874436959e-01 1.728727380146343862e+00 1.448585123126586272e+00 3.985273237661160817e+00
7.290126779272368651e+01 6.022618247184998097e+01 5.796104702732270963e-01 3.143641938660944879e-01 2.190836873342941544e+02 1.656713253220273740e+00 5.421650964947878570e+00 -9.323346047755691757e-01 1.195974073248542879e+00 1.226941604863081459e+00 3.990647115282857982e+00
7.088548987403633816e+01 6.202120023332607701e+01 5.011316576792477218e-01 4.214507266337753078e-01 2.346506604523098929e+02 1.666775589567317306e+00 4.733098563572990969e+00 -1.030846013739771916e+00 1.827800923730490856e+00 1.299575308670148033e+00 3.984703817717176300e+00
6.862726640784080701e+01 6.462034173319024433e+01 6.805405334418641594e-01 3.043781306558137612e-01 2.572494728821494050e+02 1.600963454368881766e+00 4.673930877000383788e+00 -9.748570337840998246e-01 1.854596681367898015e+00 1.069666717569025982e+00 3.984047107639360874e+00
6.952573036462449352e+01 6.322754254564414822e+01 6.955423175237837041e-01 2.326342352964024252e-01 2.390121721698018007e+02 1.578061625506731236e+00 5.146157160426935384e+00 -9.846774838347153169e-01 1.415375709253597014e+00 1.429546146117420147e+00 3.987779432023317305e+00
6.977508657920225232e+01 6.327890604347393122e+01 6.338272123844383987e-01 3.469350196256547059e-01 2.778377484131486881e+02 1.637387993098120331e+00 4.881813087385893368e+00 -9.712329186411533533e-01 1.669351817266163218e+00 1.200028623199549171e+00 3.985487065181407829e+00
7.034131816942141313e+01 6.264550920984618188e+01 5.852569033218003591e-01 3.516680528530494731e-01 2.621224192149193186e+02 1.642759211781874784e+00 5.046181246609410920e+00 -1.009649567626328626e+00 1.491267199132638721e+00 1.232229110023298047e+00 3.986947565253367465e+00
6.963348169699926871e+01 6.335534798972629034e+01 6.696267050935545972e-01 3.349481761270639568e-01 2.034076440372980130e+02 1.618253487341255070e+00 4.298795945126448359e+00 -8.534454946004830234e-01 2.263387887025824163e+00 1.294080419182728869e+00 3.981417558092652520e+00
7.243278470206615793e+01 6.018832489306906552e+01 4.969540724705079349e-01 3.160387400588604012e-01 2.102395929950318703e+02 1.698570921540513146e+00 5.505422021715762781e+00 -1.009317237652884947e+00 1.091394266097054144e+00 1.557795246362700947e+00 3.991193513459556197e+00
7.083547321173487887e+01 6.206121801890783729e+01 6.033046673094591972e-01 3.165638779513143541e-01 2.170904607903601118e+02 1.666409278873931532e+00 5.569031194986682642e+00 -8.839192619790148253e-01 1.070833783028262154e+00 1.344010367516580651e+00 3.992485645899405799e+00
7.243999262046419574e+01 6.037076107736892538e+01 6.314043909999693671e-01 2.512585474157864041e-01 2.846395006079899872e+02 1.672221853669294767e+00 5.031461718927742410e+00 -1.009069484140459716e+00 1.473447281771720130e+00 1.451687481159818160e+00 3.986815864646968244e+00
7.291651612939004679e+01 5.996709176394742258e+01 4.402620955715829676e-01 4.020836759901822988e-01 2.468767277507730853e+02 1.667921953036309635e+00 5.278215084838668858e+00 -9.930551827293917500e-01 1.309899384453927729e+00 1.314478392321338340e+00 3.989041471255828863e+00
7.141892628789629782e+01 6.134812867346487764e+01 6.736757196901236311e-01 2.233521235796129267e-01 3.013329389869399506e+02 1.539903591328081189e+00 4.811549200404914295e+00 -9.813658031533100123e-01 1.742548325391755970e+00 1.364184156131327263e+00 3.985073071095521779e+00
7.048594374859649747e+01 6.223430107919598697e+01 4.889316353582509600e-01 2.889156310055664423e-01 2.364100525774555308e+02 1.594370628121672073e+00 5.279043429971152612e+00 -1.003271657746283019e+00 1.314720985867962266e+00 1.425649787631273258e+00 3.988929358342223619e+00
7.187020354867763672e+01 6.098574697708382075e+01 7.185867126185250253e-01 2.204768300295115169e-01 3.040574945894084635e+02 1.586550424019707917e+00 4.806031101348399837e+00 -9.628625840566117366e-01 1.721755256339037476e+00 1.413237227047787536e+00 3.984885573128419622e+00
7.223014393493325258e+01 6.093827412344452199e+01 5.446096850331836325e-01 3.166237954116693509e-01 2.343358541300002571e+02 1.629252590805018164e+00 4.844815590429925933e+00 -1.003979394824884075e+00 1.725283286856434284e+00 1.110961514507346592e+00 3.985330038053475299e+00
7.227906455621472048e+01 6.083695813559738497e+01 6.601039842215566944e-01 2.504842726129102859e-01 2.456515324246244063e+02 1.595877369532417323e+00 5.248633401032600787e+00 -9.602983194420237067e-01 1.329123926334853101e+00 1.192860795450885192e+00 3.988783954860182668e+00
6.929459346225041827e+01 6.346498346464068874e+01 6.675653329525864654e-01 2.593108792141488594e-01 2.549928500389425778e+02 1.669547603690665127e+00 5.006880578779894897e+00 -1.017571705615392563e+00 1.552039420943968739e+00 1.521373734531771049e+00 3.986513921292233587e+00
7.257103591888912320e+01 6.028031302858335039e+01 5.561181412142076619e-01 2.802875300204847875e-01 2.567399748114601152e+02 1.629250396937255374e+00 4.849907519824809832e+00 -9.848321030848599111e-01 1.701138982729817339e+00 1.362939242246557159e+00 3.985330103757484643e+00
7.062002212967857417e+01 6.248302195061511810e+01 7.390473803809431974e-01 2.711487527701579858e-01 2.162269362856636690e+02 1.626875994287353633e+00 5.468628533944647430e+00 -9.331824224592394357e-01 1.156567182741149891e+00 1.251469320735612900e+00 3.991046660768804433e+00
7.045383376253512608e+01 6.252202184221301451e+01 6.577481135153940839e-01 2.306506971872631651e-01 3.443680930092714334e+02 1.532515935579947586e+00 4.700258687935285451e+00 -9.522625605853954900e-01 1.786369141409363426e+00 1.236294274257554893e+00 3.984064726015300373e+00
6.971704736254775980e+01 6.332131932453212642e+01 5.695072301602379650e-01 3.629941248866933035e-01 2.305814463566905772e+02 1.672820718178071209e+00 4.998036844576650317e+00 -1.060789956520568067e+00 1.569575873139041233e+00 1.295580559746895455e+00 3.986711883032806547e+00
7.186834132459532043e+01 6.124380791287390480e+01 6.425172604864541892e-01 2.576422519602897809e-01 2.287952656209460542e+02 1.555936560343287089e+00 5.373842768320160168e+00 -9.503381334616485265e-01 1.237884623544919238e+00 1.162079308775053388e+00 3.990055174740283483e+00
6.795563614388125018e+01 6.525119603776637689e+01 6.923397435822091772e-01 2.979814339044046245e-01 2.668853105132617429e+02 1.590928427677221535e+00 4.716059510530099530e+00 -9.784818040088748559e-01 1.801781821687379770e+00 1.086620712333402405e+00 3.984315920721790416e+00
7.046963410853820164e+01 6.255423339352179823e+01 5.910336588373990008e-01 3.334082279353151601e-01 2.398799735394471213e+02 1.577512641171377572e+00 5.340054015563981515e+00 -9.318544706705844671e-01 1.273318845822915213e+00 1.201799447487015060e+00 3.989804493153412235e+00
7.183579262542068022e+01 6.097208534023496895e+01 5.971570448992644664e-01 2.850548730926524277e-01 2.778665639273025931e+02 1.652448051435139842e+00 4.581547333199593730e+00 -9.667797234738829681e-01 1.948605021887972022e+00 1.544779263027336258e+00 3.983383002939270057e+00
6.830796965819136801e+01 6.478485452310961534e+01 7.133022454649505795e-01 2.600871593605965093e-01 2.774326487145291935e+02 1.540444043839069410e+00 4.657874867589056223e+00 -9.737853229914713582e-01 1.879567097355080652e+00 1.136569728501394705e+00 3.983810223810217543e+00
7.190000469446808040e+01 6.101807083703840107e+01 5.432097714151383760e-01 3.251064285610574256e-01 2.080043231843982312e+02 1.626596639400947231e+00 5.242417483907153120e+00 -9.831020623554918014e-01 1.386172345731794708e+00 1.297312033337109982e+00 3.988645297546838719e+00
7.126307779936762188e+01 6.161969909778329679e+01 7.369828431235256883e-01 2.228843151528095423e-01 2.021581730829152548e+02 1.575722946828801652e+00 4.390116376593659275e+00 -9.161890575606896903e-01 2.178986719316313714e+00 1.265258405106305162e+00 3.982225797253526434e+00
7.044362894075925396e+01 6.240920086225125374e+01 5.072429008122019134e-01 3.314722323175862684e-01 2.000644260809095556e+02 1.579802137354497260e+00 5.453604033107782634e+00 -9.309925457097998347e-01 1.207827085344457929e+00 1.261737010260567393e+00 3.991029914844769877e+00
7.221363263389815756e+01 6.051923005527274313e+01 4.996508964241234696e-01 3.207719914776214765e-01 2.862618198495749766e+02 1.638595342771287822e+00 4.855115968734906140e+00 -1.015204059269809944e+00 1.658524115361898144e+00 1.474456614827737155e+00 3.985482935696023521e+00
7.030090557627124781e+01 6.267728567553979246e+01 6.594161871929461460e-01 3.245158454080949162e-01 2.487209800438824630e+02 1.627211083120246204e+00 4.258260750971851749e+00 -8.825363474486207505e-01 2.257544855980305520e+00 1.282588313812740743e+00 3.981472031503025644e+00
7.178567454164753769e+01 6.112672414534912235e+01 7.163493315009868967e-01 2.802952227871370883e-01 1.906817148835856415e+02 1.607096917952297588e+00 4.324319147361242344e+00 -8.746087411840873793e-01 2.260575340175725145e+00 1.409008922226027138e+00 3.981598649348564667e+00
7.086784574873408360e+01 6.203193669902159257e+01 6.811205738308485635e-01 2.675482167850118387e-01 2.899606746155761243e+02 1.648850474624654172e+00 4.776762309544301921e+00 -1.023653619249808910e+00 1.719551594806849160e+00 1.399144598049177457e+00 3.984960172609108398e+00
7.177816604758875485e+01 6.107773826235582249e+01 5.920196050133096355e-01 3.263256162926679305e-01 2.784417389729608203e+02 1.648291901212074695e+00 4.643239122287716292e+00 -9.728029802073068222e-01 1.889722500779483338e+00 1.370687970548501333e+00 3.983852215192936530e+00
7.040235558773339619e+01 6.249143647221578135e+01 4.739882936374286149e-01 3.816826154371749102e-01 2.470940778922536651e+02 1.618096339970155118e+00 4.545689524744889631e+00 -9.983963403812502468e-01 1.994942064324419784e+00 1.305805667410282256e+00 3.983382690167617923e+00
7.024442311647570136e+01 6.266426988458081127e+01 6.027557876143687654e-01 3.171565542288122264e-01 2.250309753880517860e+02 1.624713595592521820e+00 5.326022564744134158e+00 -9.966450140693094983e-01 1.273403301259747655e+00 1.295628275673554652e+00 3.989426603814228312e+00
7.092312987597942708e+01 6.206927198187800343e+01 6.586849876932930892e-01 2.340152557873414751e-01 2.324522514855053146e+02 1.621175171016270067e+00 5.469101308518949267e+00 -9.244042612870602138e-01 1.139123129608810236e+00 1.258620131008640675e+00 3.991193622234910698e+00
7.245030864041927998e+01 6.048201839121925616e+01 6.783477664897389348e-01 2.883603007143761277e-01 2.545368310421996512e+02 1.631665143082099423e+00 5.198833449598366130e+00 -9.957806577582758445e-01 1.367215039993851411e+00 1.304848469312242409e+00 3.988265575944468733e+00
6.991660812942625114e+01 6.319865579985597748e+01 7.397571906182143220e-01 2.798468035130681208e-01 2.440841913865660331e+02 1.626848122668237195e+00 5.187079695860094652e+00 -9.577750048815948380e-01 1.411459667054832279e+00 1.216930422214689056e+00 3.988185069785796344e+00
6.953377753468419087e+01 6.322908542894430894e+01 5.707845865148725162e-01 3.395088411591571931e-01 2.232463775833222712e+02 1.647977469302256415e+00 5.069520537690068274e+00 -1.002969466906499463e+00 1.529988840206328637e+00 1.448568120531997128e+00 3.987092546838721940e+00
7.025987577361121339e+01 6.268636167581979635e+01 6.333384125185900215e-01 3.290169703751771868e-01 2.920515568766605270e+02 1.669338293283019192e+00 5.102968062463013155e+00 -9.752234808446539338e-01 1.426975422986570763e+00 1.290616453065873026e+00 3.987452461656918246e+00
6.946661678697822140e+01 6.344091445000025686e+01 6.769583875200011480e-01 3.196357108519576329e-01 2.773484026042535220e+02 1.624352489702626023e+00 5.326417494009452192e+00 -9.467902723988482760e-01 1.208092325419567237e+00 1.350991430324291587e+00 3.989534384365778230e+00
7.059714884304429461e+01 6.203625364437088052e+01 4.886685492412188858e-01 3.411873666703555963e-01 2.814491520248558345e+02 1.637120987038032327e+00 4.817860910132763408e+00 -9.732134261584628465e-01 1.706826067438423689e+00 1.544180513019007162e+00 3.984998292388518770e+00
7.080337549204672598e+01 6.206913389709907136e+01 7.302571016182315411e-01 2.689519472071058570e-01 3.169263845928608134e+02 1.616900806359465870e+00 4.744996349774421418e+00 -9.804064550443292170e-01 1.759195106809927411e+00 1.404609878688115598e+00 3.984497177892873054e+00
7.242923501931767305e+01 6.056197961676549824e+01 7.385872636654029488e-01 1.720786007528527783e-01 2.405115205663260554e+02 1.563261298055022230e+00 4.826777969118807299e+00 -9.532011004698057732e-01 1.749625178403731107e+00 1.308717660094256496e+00 3.985023997184685030e+00
